TRAIN,train0_6.png,6
TRAIN,train1_8.png,8
TRAIN,train2_5.png,5
TRAIN,train3_6.png,6
TRAIN,train4_9.png,9
TRAIN,train5_7.png,7
TRAIN,train6_6.png,6
TRAIN,train7_9.png,9
TRAIN,train8_4.png,4
TRAIN,train9_7.png,7
TRAIN,train10_7.png,7
TRAIN,train11_9.png,9
TRAIN,train12_5.png,5
TRAIN,train13_0.png,0
TRAIN,train14_10.png,10
TRAIN,train15_7.png,7
TRAIN,train16_7.png,7
TRAIN,train17_10.png,10
TRAIN,train18_10.png,10
TRAIN,train19_7.png,7
TRAIN,train20_3.png,3
TRAIN,train21_7.png,7
TRAIN,train22_8.png,8
TRAIN,train23_0.png,0
TRAIN,train24_7.png,7
TRAIN,train25_2.png,2
TRAIN,train26_0.png,0
TRAIN,train27_9.png,9
TRAIN,train28_8.png,8
TRAIN,train29_10.png,10
TRAIN,train30_6.png,6
TRAIN,train31_5.png,5
TRAIN,train32_7.png,7
TRAIN,train33_4.png,4
TRAIN,train34_5.png,5
TRAIN,train35_6.png,6
TRAIN,train36_7.png,7
TRAIN,train37_7.png,7
TRAIN,train38_6.png,6
TRAIN,train39_10.png,10
TRAIN,train40_7.png,7
TRAIN,train41_1.png,1
TRAIN,train42_6.png,6
TRAIN,train43_10.png,10
TRAIN,train44_2.png,2
TRAIN,train45_0.png,0
TRAIN,train46_10.png,10
TRAIN,train47_8.png,8
TRAIN,train48_7.png,7
TRAIN,train49_0.png,0
TRAIN,train50_0.png,0
TRAIN,train51_6.png,6
TRAIN,train52_7.png,7
TRAIN,train53_10.png,10
TRAIN,train54_5.png,5
TRAIN,train55_4.png,4
TRAIN,train56_6.png,6
TRAIN,train57_4.png,4
TRAIN,train58_10.png,10
TRAIN,train59_5.png,5
TRAIN,train60_4.png,4
TRAIN,train61_8.png,8
TRAIN,train62_6.png,6
TRAIN,train63_5.png,5
TRAIN,train64_3.png,3
TRAIN,train65_8.png,8
TRAIN,train66_8.png,8
TRAIN,train67_2.png,2
TRAIN,train68_9.png,9
TRAIN,train69_0.png,0
TRAIN,train70_9.png,9
